12  
1992	0.00621	-15.1	0.00360	50.1
1993	0.00709	-19.1	0.00359	48.4
1994	0.00688	-19.5	0.00363	37.1
1995	0.00680	-24.2	0.00365	31.4
1996	0.00673	-20.0	0.00357	47.3
1997	0.00653	-20.9	0.00358	46.9
1998	0.00726	-14.8	0.00363	34.8
1999	0.00702	-17.3	0.00355	45.1
2000	0.00683	-14.8	0.00360	40.5
2001	0.00705	-13.7	0.00358	36.1
2002	0.00682	-19.6	0.00352	36.3
2003	0.0066	-23.0	0.00356	48.3
