profile_id,nzg,nzs,isoilflg,islcolflg,nslcon,isoilcol,slxclay,slxsand,slsoc,slph,slcec,sldbd,slz,slmstr,stgoff,soil_hydro_scheme,isoilbc,sldrain,isoilstateinit,isoildepthflg
fla_constant,12,1,2,2,5,21,0.345,0.562,0.0266,4.7,0.124,1192.0,"-9.00,-8.00,-6.00,-4.00,-2.00,-1.00,-0.60,-0.32,-0.16,-0.08,-0.04,-0.02","0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",0,3,0.0,0,0
